"PC1_group","n","mean","sd","se","lo","hi"
1,21,-0.994632739075211,0.780862952298303,0.170398266013984,-1.32861334046262,-0.660652137687803
2,21,0.994632739075212,0.968103460894501,0.211257494766561,0.580568049332753,1.40869742881767
